CurrentOfficial_Name,OperatorOwner_Country,Users,Orbit_Class,GEOlongitude,Perigee_km,Apogee_km,LaunchMass_kg,DryMass_kg,Power_watts,Launch_Date,ExpectedLifetime,Contractor_Country,Launch_Vehicle,GEOlatitude,Users_group,Vehicle_group,Year
Beidou DW 36,China,Military/Government,MEO,0.0,,,800.0,280.0,,2018-08-24,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 37,China,Military/Government,MEO,0.0,,,800.0,280.0,,2018-09-19,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 38,China,Military/Government,MEO,0.0,,,800.0,280.0,,2018-09-19,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 39,China,Military/Government,MEO,0.0,,,800.0,280.0,,2018-10-15,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 40,China,Military/Government,MEO,0.0,,,800.0,280.0,,2018-10-15,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 41,China,Military/Government,GEO,144.5,,,800.0,280.0,,2018-11-01,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 42,China,Military/Government,MEO,0.0,,,800.0,280.0,,2018-11-18,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 43,China,Military/Government,MEO,0.0,,,800.0,280.0,,2018-11-18,8.0,China,Long March 3B,0.0,Dual,Long March,2018
Beidou DW 44,China,Military/Government,GEO,110.03,,,800.0,280.0,,2019-04-20,8.0,China,Long March 3B,0.0,Dual,Long March,2019
Beidou DW 45,China,Military/Government,GEO,144.48,,,800.0,280.0,,2019-05-17,8.0,China,Long March 3C,0.0,Dual,Long March,2019
Beidou DW 46,China,Military/Government,GEO,105.99,,,800.0,280.0,,2019-06-24,8.0,China,Long March 3B,0.0,Dual,Long March,2019
Beidou 3 IGSO-3,China,Military/Government,GEO,106.72,,,,,,2019-11-05,8.0,China,Long March 3B,0.0,Dual,Long March,2019
Beidou DW 50,China,Military/Government,MEO,0.0,,,800.0,280.0,,2019-11-23,8.0,China,Long March 3B,0.0,Dual,Long March,2019
Beidou DW 51,China,Military/Government,MEO,0.0,,,800.0,280.0,,2019-11-23,8.0,China,Long March 3B,0.0,Dual,Long March,2019
Beidou DW 52,China,Military/Government,MEO,0.0,,,800.0,280.0,,2019-12-16,8.0,China,Long March 3B,0.0,Dual,Long March,2019
Beidou DW 53,China,Military/Government,MEO,0.0,,,800.0,280.0,,2019-12-16,8.0,China,Long March 3B,0.0,Dual,Long March,2019
Beidou DW 55,China,Military/Government,GEO,111.0,,,800.0,280.0,,2020-06-23,8.0,China,Long March 3B,0.0,Dual,Long March,2020
Beidou G-1,China,Military/Government,GEO,144.5,,,,,,2010-01-16,8.0,China,Long March 3C,0.0,Dual,Long March,2010
Beidou G3,China,Military/Government,GEO,80.0,,,,,,2020-03-09,8.0,China,Long March 3B,0.0,Dual,Long March,2020
Beidou G4,China,Military/Government,GEO,160.0,,,,,,2010-10-31,8.0,China,Long March 3C,0.0,Dual,Long March,2010
Beidou G5,China,Military/Government,GEO,59.0,,,,,,2012-02-24,8.0,China,Long March 3A,0.0,Dual,Long March,2012
Beidou IGSO-1,China,Military/Government,GEO,118.0,,,,,,2010-07-31,8.0,China,Long March 3A,0.0,Dual,Long March,2010
Beidou IGSO-2,China,Military/Government,GEO,118.0,,,,,,2010-12-17,8.0,China,Long March 3A,0.0,Dual,Long March,2010
Beidou IGSO-3,China,Military/Government,GEO,118.0,,,,,,2011-04-09,,China,Long March 3A,0.0,Dual,Long March,2011
Beidou IGSO-4,China,Military/Government,GEO,0.0,,,,,,2011-07-26,8.0,China,Long March 3A,0.0,Dual,Long March,2011
Beidou IGSO-5,China,Military/Government,GEO,104.21,,,,,,2011-12-01,8.0,China,Long March 3A,0.0,Dual,Long March,2011
BeijinGalaxy-1,China,Commercial,LEO,0.0,681.0,703.0,166.0,155.0,50.0,2005-10-27,7.0,China/UK,Kosmos 3M,0.0,Commercial,Kosmos,2005
Belintersat-1,Belarus,Government,GEO,51.5,,,,,,2016-01-15,15.0,China/France,Long March 3B,0.0,Government,Long March,2016
Bhutan-1,Bhutan,Government,LEO,0.0,398.0,409.0,2.0,,,2018-08-10,,Japan,J-SSOD Deployer,0.0,Government,In-Space deployer,2018
Bispectral InfraRed Detector 2 (Bird 2),Germany,Government/Civil,LEO,0.0,500.0,521.0,92.0,77.0,120.0,2001-10-22,1.5,Germany,PSLV C3,0.0,Dual,PSLV,2001
BIROS,Germany,Government,LEO,0.0,500.0,517.0,130.0,,,2016-06-22,,Germany,PSLV XL,0.0,Government,PSLV,2016
BisonSat,USA,Civil,LEO,0.0,497.0,801.0,1.0,,,2015-10-08,,USA,Atlas 5,0.0,Civil,Atlas,2015
BKA 2,Belarus,Government,LEO,0.0,503.0,507.0,400.0,110.0,300.0,2012-07-22,5.0,Russia,Soyuz-Fregat,0.0,Government,Soyuz,2012
BlackSky Global 1,USA,Commercial,LEO,0.0,484.0,500.0,56.0,,,2018-11-29,,USA,PSLV,0.0,Commercial,PSLV,2018
BlackSky Global 2,USA,Commercial,LEO,0.0,577.0,591.0,55.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
BlackSky Global 3,USA,Commercial,LEO,0.0,450.0,461.0,56.0,,,2019-06-29,,USA,Electron,0.0,Commercial,Electron,2019
BlackSky Global 4,USA,Commercial,LEO,0.0,538.0,549.0,56.0,,,2019-08-19,,USA,Electron,0.0,Commercial,Electron,2019
BlackSky Pathfinder 1,USA,Commercial,LEO,0.0,661.0,701.0,44.0,,,2016-09-26,3.0,USA,PSLV,0.0,Commercial,PSLV,2016
Cosmos 2520,Russia,Military/Commercial,GEO,45.0,,,,,,2017-08-16,15.0,Russia,Proton,0.0,Dual,Proton,2017
Cosmos 2526,Russia,Military/Commercial,GEO,128.0,,,,,,2018-04-18,15.0,Russia,Proton,0.0,Dual,Proton,2018
Cosmos 2533,Russia,Military/Commercial,GEO,70.0,,,,,,2018-12-20,15.0,Russia,Proton,0.0,Dual,Proton,2018
Cosmos 2539,Russia,Military/Commercial,GEO,55.0,,,,,,2019-08-05,15.0,Russia,Proton,0.0,Dual,Proton,2019
Bluewalker 1,Lithuania,Commercial,LEO,0.0,435.0,519.0,10.0,,,2019-04-01,,Lithuania,PSLV,0.0,Commercial,PSLV,2019
Brazilsat B-4,Brazil,Commercial,GEO,-84.03,,,,,,2000-08-17,12.0,USA,Ariane 44LP,0.0,Commercial,Ariane,2000
BricSat-2,USA,Civil,Elliptical,0.0,300.0,847.0,6.0,,,2019-06-25,,USA,Falcon Heavy,0.0,Civil,Falcon,2019
BRIO,USA,Commercial,LEO,0.0,574.0,591.0,4.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
BRISat,Indonesia,Commercial,GEO,150.5,,,,,,2016-06-19,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2016
BRITE-CA-1,Canada,Civil,LEO,0.0,613.0,739.0,10.0,,,2014-06-19,,Canada,Dnepr,0.0,Civil,Dnepr,2014
BRITE-PL-1,Multinational,Government,LEO,0.0,594.0,886.0,10.0,,,2013-11-21,2.0,Poland,Dnepr,0.0,Government,Dnepr,2013
BRITE-PL-2,Multinational,Government,LEO,0.0,610.0,633.0,10.0,,,2014-08-19,2.0,Poland,Long March 2B,0.0,Government,Long March,2014
BRO-One,France,Commercial,LEO,0.0,536.0,550.0,8.0,,,2019-08-19,,Denmark,Electron,0.0,Commercial,Electron,2019
BSAT-3A,Japan,Commercial,GEO,109.91,,,,,,2007-08-14,13.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2007
BSAT-3B,Japan,Commercial,GEO,110.0,,,,975.0,,2010-10-28,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2010
BSAT-3C/JCSat 110-R,Japan,Commercial,GEO,110.0,,,,,,2011-08-06,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2011
BSAT-4A,Japan,Commercial,GEO,110.0,,,,,,2017-09-29,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2017
Buccaneer RMM,Australia,Military/Civil,LEO,0.0,459.0,819.0,4.0,,,2017-11-18,5.0,Australia,Delta 2,0.0,Dual,Delta,2017
Bufeng-1A,China,Government,LEO,0.0,555.0,575.0,,,,2019-06-05,,China,Long March 11,0.0,Government,Long March,2019
Bufeng-1B,China,Government,LEO,0.0,554.0,576.0,,,,2019-06-05,,China,Long March 11,0.0,Government,Long March,2019
Bugsat-1,Argentina,Commercial,LEO,0.0,570.0,617.0,25.0,,,2014-06-19,,Argentina,Dnepr,0.0,Commercial,Dnepr,2014
BulgariaSat-1,Bulgaria,Commercial,GEO,1.9,,,,,,2017-06-23,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2017
Calipso,France/USA,Government,LEO,0.0,702.0,703.0,587.0,,550.0,2006-04-28,3.0,France,Delta 2,0.0,Government,Delta,2006
CanX-2,Canada,Government/Civil,LEO,0.0,609.0,629.0,7.0,,,2008-04-28,,Canada,PSLV C9,0.0,Dual,PSLV,2008
CanX-4,Canada,Government/Civil,LEO,0.0,642.0,659.0,15.0,,,2014-06-30,,Canada,PSLV-CA,0.0,Dual,PSLV,2014
CanX-5,Canada,Government/Civil,LEO,0.0,643.0,656.0,15.0,,,2014-06-30,,Canada,PSLV-CA,0.0,Dual,PSLV,2014
CanX-7,Canada,Government/Civil,LEO,0.0,661.0,701.0,15.0,,,2016-09-26,,Canada,PSLV,0.0,Dual,PSLV,2016
Capella-1,USA,Commercial,LEO,0.0,573.0,591.0,37.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
CartoSat 1,India,Government,LEO,0.0,618.0,619.0,,,,2005-05-05,6.0,India,PSLV C6,0.0,Government,PSLV,2005
CartoSat 2,India,Government,LEO,0.0,632.0,635.0,680.0,,,2007-01-10,5.0,India,PSLV C7,0.0,Government,PSLV,2007
CartoSat 2A,India,Military,LEO,0.0,624.0,643.0,680.0,,,2008-04-28,5.0,India,PSLV C9,0.0,Military,PSLV,2008
CartoSat 2B,India,Government,LEO,0.0,622.0,645.0,694.0,,,2010-07-12,5.0,India,PSLV,0.0,Government,PSLV,2010
CartoSat 2C,India,Government,LEO,0.0,501.0,519.0,727.0,,,2016-06-22,5.0,India,PSLV XL,0.0,Government,PSLV,2016
CartoSat 2D,India,Government,LEO,0.0,491.0,508.0,714.0,,,2017-02-15,5.0,India,PSLV XL,0.0,Government,PSLV,2017
CartoSat 2E,India,Government,LEO,0.0,334.0,347.0,712.0,,,2017-06-22,5.0,India,PSLV,0.0,Government,PSLV,2017
CartoSat 2F,India,Government,LEO,0.0,495.0,510.0,712.0,,,2018-01-11,5.0,India,PSLV,0.0,Government,PSLV,2018
CartoSat 3,India,Government,LEO,0.0,500.0,519.0,,,,2019-11-27,5.0,India,PSLV,0.0,Government,PSLV,2019
Cassiope,Canada,Government,LEO,0.0,325.0,,490.0,,600.0,2013-09-29,2.0,Canada,Falcon 9,0.0,Government,Falcon,2013
CATSat-1,USA,Government/Civil,LEO,0.0,402.0,409.0,4.0,,,2019-01-31,,USA,Nanorack Deployer,0.0,Dual,In-Space deployer,2019
CATSat-2,USA,Government/Civil,LEO,0.0,403.0,408.0,4.0,,,2019-01-31,,USA,Nanorack Deployer,0.0,Dual,In-Space deployer,2019
USA 283,USA,Military,GEO,-112.0,,,,,,2018-04-14,,USA,Atlas  5,0.0,Military,Atlas,2018
CBERS 4,China/Brazil,Government,LEO,0.0,738.0,748.0,,,,2014-12-07,3.0,China,Long March 4B,0.0,Government,Long March,2014
CBERS 4A,China/Brazil,Government,LEO,0.0,615.0,635.0,,,,2019-12-21,5.0,China,Long March 4B,0.0,Government,Long March,2019
CBNT-1,United Kingdom,Commercial,LEO,0.0,636.0,658.0,91.0,,,2015-07-10,,UK,PSLV,0.0,Commercial,PSLV,2015
CBNT-2,United Kingdom,Commercial,LEO,0.0,493.0,505.0,,,,2018-01-11,,UK,PSLV,0.0,Commercial,PSLV,2018
CELTEE-1,USA,Military,LEO,0.0,576.0,586.0,3.0,,,2016-11-11,,USA,Atlas 5,0.0,Military,Atlas,2016
Centauri-1,Australia,Commercial,LEO,0.0,476.0,500.0,4.0,,,2018-11-29,,USA,PSLV,0.0,Commercial,PSLV,2018
Centauri-2,Australia,Commercial,LEO,0.0,573.0,591.0,4.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
Centispace-1-S1,China,Commercial,LEO,0.0,700.0,719.0,100.0,,,2018-09-29,,China,Kuaizhou,0.0,Commercial,Kuaizhou,2018
CeReS,USA,Government,LEO,0.0,494.0,511.0,4.0,,,2018-12-16,,USA,Electron,0.0,Government,Electron,2018
CE-SAT-1,Japan,Commercial,LEO,0.0,497.0,517.0,3.0,,,2017-06-22,,Japan,PSLV,0.0,Commercial,PSLV,2017
CFESat,USA,Government,LEO,0.0,538.0,544.0,159.0,,110.0,2007-03-09,,UK,Atlas 5,0.0,Government,Atlas,2007
CFOSat,China/France,Government,LEO,0.0,509.0,523.0,700.0,,,2018-10-28,3.0,China/France,Long March 2C,0.0,Government,Long March,2018
Chandra X-Ray Observatory (CXO),USA,Government,Elliptical,0.0,,,,,,1999-07-23,5.0,USA,Space Shuttle (STS 93),0.0,Government,Space Shuttle,1999
Changshagaoxin ,China,Commercial,LEO,0.0,505.0,522.0,8.0,,,2018-10-29,,China,Long March 2C,0.0,Commercial,Long March,2018
Chao Fenbianlu,China,Government,LEO,0.0,690.0,720.0,50.0,,,2016-12-21,,China,Long March 2D,0.0,Government,Long March,2016
Chefsat,USA,Military,LEO,0.0,416.0,421.0,,,,2017-12-07,,USA,Nanorack Deployer,0.0,Military,In-Space deployer,2017
Chafsat-2,USA,Military,LEO,0.0,444.0,459.0,,,,2019-02-13,,USA,Nanorack Deployer,0.0,Military,In-Space deployer,2019
CHEOPS,ESA,Government,LEO,0.0,697.0,708.0,273.0,,,2019-12-18,5.0,ESA/EADS CASA Espacio,Soyuz,0.0,Government,Soyuz,2019
CHOMPTT,USA,Government/Civil,LEO,0.0,491.0,511.0,4.0,,,2018-12-16,,USA,Electron,0.0,Dual,Electron,2018
Chuangxin 1-1,China,Government,LEO,0.0,729.0,748.0,100.0,,,2003-10-21,,China,Long March 3B,0.0,Government,Long March,2003
Chuangxin 1-2,China,Government,LEO,0.0,785.0,804.0,101.0,,,2008-11-05,,China,Long March 2D,0.0,Government,Long March,2008
Chuangxin 1-3,China,Government,LEO,0.0,784.0,804.0,100.0,,,2011-11-20,,China,Long March 2D,0.0,Government,Long March,2011
Chuangxin 1-4,China,Government,LEO,0.0,778.0,809.0,100.0,,,2014-09-04,,China ,Long March 2D,0.0,Government,Long March,2014
Chuangxin-3,China,Government,LEO,0.0,665.0,672.0,200.0,,,2013-07-19,,China,Long March 2C,0.0,Government,Long March,2013
ChubuSat 1,Japan,Commercial/Civil,LEO,0.0,506.0,538.0,50.0,,,2014-11-06,,Japan,Dnepr,0.0,Dual,Dnepr,2014
ChubuSat 2,Japan,Commercial/Civil,LEO,0.0,560.0,579.0,50.0,,,2016-02-17,,Japan,H2A,0.0,Dual,H2A,2016
ChubuSat 3,Japan,Commercial/Civil,LEO,0.0,558.0,579.0,50.0,,,2016-02-17,,Japan,H2A,0.0,Dual,H2A,2016
Cicero-10,USA,Commercial,LEO,0.0,499.0,517.0,10.0,,,2018-11-10,,USA,Electron,0.0,Commercial,Electron,2018
Cicero-2,USA,Commercial,LEO,0.0,586.0,602.0,10.0,,,2017-07-14,,USA,Soyuz 2.1a,0.0,Commercial,Soyuz,2017
Cicero-3,USA,Commercial,LEO,0.0,586.0,602.0,10.0,,,2017-07-14,,USA,Soyuz 2.1a,0.0,Commercial,Soyuz,2017
Cicero-6,USA,Commercial,LEO,0.0,496.0,515.0,10.0,,8.0,2017-06-23,,USA,PSLV,0.0,Commercial,PSLV,2017
Cicero-7,USA,Commercial,LEO,0.0,493.0,504.0,10.0,,,2018-01-11,,USA,PSLV,0.0,Commercial,PSLV,2018
Cicero-8,USA,Commercial,LEO,0.0,485.0,500.0,10.0,,,2018-11-29,,USA,PSLV,0.0,Commercial,PSLV,2018
Ciel-2,Canada,Commercial,GEO,-129.0,,,,,,2008-12-10,15.0,France,Proton M,0.0,Commercial,Proton,2008
CINEMA-1,USA,Civil,LEO,0.0,484.0,791.0,3.0,,,2012-09-13,,USA,Atlas 5,0.0,Civil,Atlas,2012
CiRiS,USA,Commercial/Civil,LEO,0.0,458.0,474.0,9.0,,,2020-01-31,,USA,SEOPS Slingshot Deployer,0.0,Dual,In-Space deployer,2020
USA 257,USA,Military,GEO,106.0,,,,,,2014-09-16,,USA,Atlas 5,0.0,Military,Atlas,2014
Cloudsat,USA,Government/Civil,LEO,0.0,702.0,703.0,848.0,,570.0,2006-04-28,2.0,USA,Delta 2,0.0,Dual,Delta,2006
Compass-2,Germany,Government/Civil,LEO,0.0,496.0,513.0,5.0,,,2017-06-23,,Germany,PSLV,0.0,Dual,PSLV,2017
COMS-1,South Korea,Government,GEO,128.0,,,,,,2010-06-26,,South Korea,Ariane 5 ECA,0.0,Government,Ariane,2010
COMSATBw-1,Germany,Military,GEO,63.0,,,,,,2009-10-01,15.0,France/Italy,Ariane 5,0.0,Military,Ariane,2009
COMSATBw-2,Germany,Military,GEO,13.2,,,,,,2010-05-21,15.0,France/Italy,Ariane 5,0.0,Military,Ariane,2010
Condor E2,South Africa,Military,LEO,0.0,499.0,501.0,,,,2014-12-19,,Russia,Strela,0.0,Military,Strela,2014
Coriolis,USA,Military,LEO,0.0,820.0,841.0,817.0,395.0,,2003-01-06,3.0,USA,Titan 2,0.0,Military,Titan,2003
CORVUS BC1,USA,Commercial,LEO,0.0,584.0,599.0,10.0,,,2017-07-12,,USA,Soyuz 2,0.0,Commercial,Soyuz,2017
CORVUS BC2,USA,Commercial,LEO,0.0,584.0,598.0,10.0,,,2017-07-12,,USA,Soyuz 2,0.0,Commercial,Soyuz,2017
CORVUS BC3,USA,Commercial,LEO,0.0,488.0,503.0,10.0,,,2018-01-12,,USA,PSLV,0.0,Commercial,PSLV,2018
CORVUS BC4,USA,Commercial,LEO,0.0,576.0,591.0,10.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
COSMIC 2-1,Taiwan/USA,Government,LEO,0.0,709.0,721.0,280.0,,,2019-06-25,5.0,UK,Falcon Heavy,0.0,Government,Falcon,2019
COSMIC 2-2,Taiwan/USA,Government,LEO,0.0,710.0,724.0,280.0,,,2019-06-25,5.0,UK,Falcon Heavy,0.0,Government,Falcon,2019
COSMIC 2-3,Taiwan/USA,Government,LEO,0.0,708.0,724.0,280.0,,,2019-06-25,5.0,UK,Falcon Heavy,0.0,Government,Falcon,2019
COSMIC 2-4,Taiwan/USA,Government,LEO,0.0,710.0,724.0,280.0,,,2019-06-25,5.0,UK,Falcon Heavy,0.0,Government,Falcon,2019
COSMIC 2-5,Taiwan/USA,Government,LEO,0.0,709.0,724.0,280.0,,,2019-06-25,5.0,UK,Falcon Heavy,0.0,Government,Falcon,2019
COSMIC 2-6,Taiwan/USA,Government,LEO,0.0,708.0,724.0,280.0,,,2019-06-25,5.0,UK,Falcon Heavy,0.0,Government,Falcon,2019
COSMIC-A,Taiwan/USA,Government/Civil,LEO,0.0,764.0,836.0,70.0,,46.0,2006-04-15,2.0,USA,Minotaur-1,0.0,Dual,Minotaur,2006
COSMIC-B,Taiwan/USA,Government/Civil,LEO,0.0,769.0,831.0,70.0,,46.0,2006-04-15,2.0,USA,Minotaur-1,0.0,Dual,Minotaur,2006
COSMIC-D,Taiwan/USA,Government/Civil,LEO,0.0,669.0,746.0,70.0,,46.0,2006-04-15,2.0,USA,Minotaur-1,0.0,Dual,Minotaur,2006
COSMIC-E,Taiwan/USA,Government/Civil,LEO,0.0,751.0,849.0,70.0,,46.0,2006-04-15,2.0,USA,Minotaur-1,0.0,Dual,Minotaur,2006
COSMIC-F,Taiwan/USA,Government/Civil,LEO,0.0,772.0,828.0,70.0,,46.0,2006-04-15,2.0,USA,Minotaur-1,0.0,Dual,Minotaur,2006
Cosmos 2504,Russia,Military,LEO,0.0,,,,,,2015-03-31,,Russia,Rokot,0.0,Military,Rokot,2015
Cosmos 2519,Russia,Military,LEO,0.0,653.0,668.0,,,,2017-06-23,,Russia,Soyuz 2.1v,0.0,Military,Soyuz,2017
Cosmos 2535,Russia,Military,LEO,0.0,610.0,621.0,,,,2019-07-10,,Russia,Soyuz 2.1v,0.0,Military,Soyuz,2019
Cosmos 2536,Russia,Military,LEO,0.0,610.0,622.0,,,,2019-07-10,,Russia,Soyuz 2.1v,0.0,Military,Soyuz,2019
Cosmos 2542,Russia,Military,LEO,0.0,368.0,856.0,,,,2019-11-25,,Russia,Soyuz 2.1v,0.0,Military,Soyuz,2019
Cosmos 2543,Russia,Military,LEO,0.0,368.0,856.0,,,,2019-11-25,,Russia,Soyuz 2.1v,0.0,Military,Soyuz,2019
Cosmos 2537,Russia,Military,LEO,0.0,611.0,623.0,,,,2019-07-10,,Russia,Soyuz 2.1v,0.0,Military,Soyuz,2019
Cosmos2538,Russia,Military,LEO,0.0,616.0,623.0,,,,2019-07-10,,Russia,Soyuz 2.1v,0.0,Military,Soyuz,2019
COSMO-Skymed 1,Italy,Military/Civil,LEO,0.0,622.0,623.0,,,,2007-06-08,5.0,France/Italy,Delta 7000,0.0,Dual,Delta,2007
COSMO-Skymed 2,Italy,Military/Government,LEO,0.0,622.0,623.0,,,,2007-12-09,5.0,Italy,Delta 2,0.0,Dual,Delta,2007
COSMO-Skymed 3,Italy,Military/Government,LEO,0.0,622.0,623.0,,,,2008-10-25,5.0,Italy,Delta 7420,0.0,Dual,Delta,2008
COSMO-Skymed 4,Italy,Military/Government,LEO,0.0,622.0,623.0,,,,2010-11-06,5.0,Italy,Delta 2,0.0,Dual,Delta,2010
CP-10,USA,Government/Civil,LEO,0.0,441.0,657.0,4.0,,,2015-01-31,,USA,Delta 2,0.0,Dual,Delta,2015
CryoCube-1,USA,Government,LEO,0.0,405.0,415.0,5.0,,,2020-02-19,,USA,Nanorack Deployer,0.0,Government,In-Space deployer,2020
Cryosat-2,ESA,Government,LEO,0.0,713.0,724.0,720.0,,,2010-04-08,3.0,France/UK/Germany/Spain,Dnepr,0.0,Government,Dnepr,2010
CSG-1,Italy,Military/Government,LEO,0.0,621.0,622.0,,,,2019-12-18,5.0,Italy,Soyuz,0.0,Dual,Soyuz,2019
CSIM-FD,USA,Civil,LEO,0.0,573.0,590.0,6.0,,,2018-12-03,,USA,Falcon 9,0.0,Civil,Falcon,2018
CSO-1,France,Military,LEO,0.0,800.0,800.0,,,,2018-12-19,10.0,France,Soyuz,0.0,Military,Soyuz,2018
Cubebug 2,Argentina,Civil,LEO,0.0,594.0,715.0,2.0,,,2013-11-21,,Argentina,Dnepr,0.0,Civil,Dnepr,2013
CubeRRT,USA,Government/Civil,LEO,0.0,399.0,407.0,6.0,,,2018-07-13,,USA,Nanorack Deployer,0.0,Dual,In-Space deployer,2018
Cubesail USAT,USA,Civil,LEO,0.0,494.0,511.0,3.0,,,2018-12-16,,USA,Electron,0.0,Civil,Electron,2018
Cubesat XI-IV ,Japan,Civil,LEO,0.0,815.0,830.0,,1.0,,2003-06-30,,Japan,Dnepr,0.0,Civil,Dnepr,2003
CYGNSS-A,USA,Government,LEO,0.0,515.0,537.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
CYGNSS-B,USA,Government,LEO,0.0,514.0,536.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
CYGNSS-C,USA,Government,LEO,0.0,514.0,533.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
CYNGSS-D,USA,Government,LEO,0.0,515.0,534.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
CYGNSS-E,USA,Government,LEO,0.0,515.0,537.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
CYGNSS-F,USA,Government,LEO,0.0,515.0,534.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
CYGNSS-G,USA,Government,LEO,0.0,514.0,534.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
CYGNSS-H,USA,Government,LEO,0.0,515.0,537.0,29.0,,,2016-12-15,,USA,Pegasus,0.0,Government,Pegasus,2016
Daichi-2,Japan,Government,LEO,0.0,630.0,635.0,,,,2014-05-24,7.0,Japan,H2A,0.0,Government,H2A,2014
DAMPE,China,Government,LEO,0.0,488.0,505.0,,,,2015-12-17,3.0,China,Long March 2D,0.0,Government,Long March,2015
DAVE,USA,Civil,LEO,0.0,447.0,466.0,1.0,,,2018-09-15,,USA,Delta 2,0.0,Civil,Delta,2018
DaVinci,USA,Civil,LEO,0.0,489.0,511.0,4.0,,,2018-12-16,,USA,Electron,0.0,Civil,Electron,2018
DCBB,China,Civil,LEO,0.0,514.0,536.0,3.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
Deimos 1,Spain,Government,LEO,0.0,661.0,662.0,90.0,,,2009-07-29,5.0,UK,Dnepr,0.0,Government,Dnepr,2009
Deimos 2,Spain,Government,LEO,0.0,597.0,619.0,310.0,,450.0,2014-06-19,10.0,South Korea,Dnepr,0.0,Government,Dnepr,2014
Delfi-C3,Netherlands,Civil,LEO,0.0,598.0,616.0,7.0,,,2008-04-28,,Netherlands,PSLV C9,0.0,Civil,PSLV,2008
Delfini-1,Denmark,Civil,LEO,0.0,402.0,408.0,4.0,,,2019-01-31,,Denmark,Nanorack Deployer,0.0,Civil,In-Space deployer,2019
Dellingr,USA,Government,LEO,0.0,401.0,404.0,12.0,,,2017-11-20,1.0,USA,Nanorack Deployer,0.0,Government,In-Space deployer,2017
DeMi,USA,Civil,LEO,0.0,415.0,418.0,9.0,,,2020-07-13,,USA,Nanorack Deployer,0.0,Civil,In-Space deployer,2020
DHFR,USA,Military,LEO,0.0,309.0,605.0,8.0,,,2017-08-26,,USA,Minotaur 4,0.0,Military,Minotaur,2017
Diamond Blue,United Kingdom,Commercial,LEO,0.0,496.0,511.0,6.0,,,2017-06-23,,Denmark,PSLV,0.0,Commercial,PSLV,2017
Diamond Green,United Kingdom,Commercial,LEO,0.0,496.0,511.0,6.0,,,2017-06-23,,Denmark,PSLV,0.0,Commercial,PSLV,2017
Diamond Red,United Kingdom,Commercial,LEO,0.0,496.0,511.0,6.0,,,2017-06-23,,Denmark,PSLV,0.0,Commercial,PSLV,2017
Dido-2,Switzerland,Commercial,LEO,0.0,496.0,508.0,10.0,,,2017-02-15,,Netherlands,PSLV XL,0.0,Commercial,PSLV,2017
DirecTV-10,USA,Commercial,GEO,-102.74,,,,,,2007-07-07,15.0,USA,Proton M,0.0,Commercial,Proton,2007
DirecTV-11,USA,Commercial,GEO,-99.21,,,,,,2008-03-19,,USA,Zenit 3SL,0.0,Commercial,Zenit,2008
DirecTV-12,USA,Commercial,GEO,-102.8,,,,,,2009-12-29,15.0,USA,Breeze M,0.0,Commercial,Breeze,2009
DirecTV-14,USA,Commercial,GEO,-99.0,,,,,,2014-12-06,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2014
DirecTV-15,USA,Commercial,GEO,-103.0,,,,,,2015-05-27,15.0,Germany/France,Ariane 5 ECA,0.0,Commercial,Ariane,2015
DirecTV-5,USA,Commercial,GEO,-110.05,,,,,,2002-05-07,15.0,USA,Proton K,0.0,Commercial,Proton,2002
DirecTV-7S,USA,Commercial,GEO,-119.04,,,,,,2004-05-04,15.0,USA,Zenit 3SL,0.0,Commercial,Zenit,2004
